                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.72128,                0.61896,                  1.312,                0.77768,                0.81679,                0.88566,                0.67517,                0.75265,                0.67143,                 1.4092,              0.0024265,              0.0024265,              0.0024265
                    156,                0.72345,                0.61313,                 1.3006,                0.79107,                0.81698,                0.88511,                0.67953,                 0.7455,                0.68751,                 1.3859,               0.002377,               0.002377,               0.002377
                    157,                0.71573,                0.61895,                 1.3007,                0.84659,                0.75755,                0.87024,                0.66538,                0.72762,                0.69856,                 1.3826,              0.0023275,              0.0023275,              0.0023275
                    158,                 0.7075,                0.60283,                 1.2946,                0.80537,                0.80311,                  0.873,                0.67271,                0.72651,                0.69385,                 1.3657,               0.002278,               0.002278,               0.002278
                    159,                0.71897,                0.61265,                 1.3057,                 0.7807,                0.77541,                0.85943,                0.65853,                0.73783,                0.70663,                 1.3843,              0.0022285,              0.0022285,              0.0022285
                    160,                0.70458,                0.59873,                 1.2952,                0.74631,                0.80622,                0.86003,                0.65679,                0.74382,                0.73385,                 1.3983,               0.002179,               0.002179,               0.002179
                    161,                0.69207,                 0.5933,                 1.2866,                0.76498,                 0.7826,                0.85603,                0.65868,                0.73405,                0.73512,                 1.3859,              0.0021295,              0.0021295,              0.0021295
                    162,                0.71939,                0.60989,                 1.3027,                0.81764,                0.73385,                 0.8495,                0.66275,                0.72194,                0.71057,                 1.3738,                0.00208,                0.00208,                0.00208
                    163,                0.69644,                0.59674,                 1.2766,                0.82042,                0.76468,                0.86766,                0.66839,                0.73116,                0.69538,                 1.3857,              0.0020305,              0.0020305,              0.0020305
                    164,                0.71676,                0.60564,                 1.2992,                0.77111,                0.80018,                0.85505,                 0.6656,                 0.7279,                0.71639,                 1.3769,               0.001981,               0.001981,               0.001981
                    165,                0.70201,                0.60223,                 1.2985,                0.76673,                0.82811,                0.86831,                0.66511,                0.73517,                   0.72,                 1.3918,              0.0019315,              0.0019315,              0.0019315
                    166,                0.69515,                0.58966,                 1.2856,                0.76295,                0.82061,                0.85707,                0.65187,                0.74064,                0.72897,                 1.3972,               0.001882,               0.001882,               0.001882
                    167,                0.72233,                 0.6088,                 1.3074,                0.77067,                0.79937,                0.85837,                0.65582,                0.73578,                0.73334,                 1.3917,              0.0018325,              0.0018325,              0.0018325
                    168,                0.71202,                 0.6063,                 1.2997,                0.81892,                0.71381,                0.83452,                0.64066,                0.74221,                 0.7648,                 1.3909,               0.001783,               0.001783,               0.001783
                    169,                0.70745,                0.61022,                 1.3018,                0.77567,                0.76312,                0.85453,                0.65935,                0.73004,                0.73117,                 1.3765,              0.0017335,              0.0017335,              0.0017335
                    170,                0.69453,                0.59596,                 1.2877,                0.83107,                0.72332,                0.85385,                0.66263,                0.72354,                0.72065,                 1.3673,               0.001684,               0.001684,               0.001684
                    171,                0.70446,                 0.5997,                 1.2936,                0.80109,                0.82538,                 0.8829,                0.68186,                0.71889,                0.68215,                 1.3733,              0.0016345,              0.0016345,              0.0016345
                    172,                0.71067,                 0.5986,                 1.2964,                0.83672,                0.76128,                0.87647,                0.68149,                0.72113,                 0.6848,                 1.3687,               0.001585,               0.001585,               0.001585
                    173,                0.69056,                0.58924,                 1.2795,                0.78472,                0.80588,                0.87728,                0.67958,                0.72325,                 0.6847,                 1.3766,              0.0015355,              0.0015355,              0.0015355
                    174,                0.69612,                0.58672,                 1.2908,                0.83104,                 0.7813,                0.88487,                0.67982,                  0.726,                0.68062,                 1.3801,               0.001486,               0.001486,               0.001486
                    175,                0.70819,                0.59255,                 1.2917,                0.75258,                0.83473,                0.87353,                0.66997,                0.72716,                0.70391,                 1.3601,              0.0014365,              0.0014365,              0.0014365
                    176,                0.68848,                0.58865,                 1.2812,                0.82334,                0.78568,                0.88325,                0.68213,                 0.7155,                 0.6769,                 1.3558,               0.001387,               0.001387,               0.001387
                    177,                0.69123,                0.58653,                 1.2811,                0.75005,                0.85236,                0.89105,                0.68757,                0.73229,                0.66669,                 1.3757,              0.0013375,              0.0013375,              0.0013375
                    178,                0.68078,                 0.5726,                 1.2691,                0.78987,                0.78382,                0.88129,                0.68345,                0.71988,                0.70735,                 1.3635,               0.001288,               0.001288,               0.001288
                    179,                0.68503,                0.58087,                 1.2773,                0.78398,                0.79763,                0.87418,                0.67608,                 0.7207,                0.67802,                 1.3713,              0.0012385,              0.0012385,              0.0012385
                    180,                 0.6801,                0.57922,                 1.2683,                0.81047,                0.79926,                0.88739,                0.69427,                0.71114,                0.66738,                  1.365,               0.001189,               0.001189,               0.001189
                    181,                0.68463,                0.58959,                 1.2727,                0.73989,                0.83883,                0.87015,                0.67291,                0.72222,                0.69667,                 1.3726,              0.0011395,              0.0011395,              0.0011395
                    182,                0.68096,                0.57521,                 1.2663,                0.79049,                 0.8078,                0.88001,                0.68401,                0.71325,                0.70783,                 1.3653,                0.00109,                0.00109,                0.00109
                    183,                0.68947,                0.58937,                 1.2835,                0.76631,                0.81252,                0.87166,                0.65903,                0.75843,                0.72163,                 1.4157,              0.0010405,              0.0010405,              0.0010405
                    184,                0.68253,                0.58447,                 1.2749,                0.83513,                0.72018,                0.86973,                0.67232,                0.70863,                0.72384,                 1.3557,               0.000991,               0.000991,               0.000991
                    185,                0.67779,                0.57101,                 1.2633,                0.82139,                0.75066,                0.87267,                0.66997,                0.73296,                0.71262,                 1.3863,              0.0009415,              0.0009415,              0.0009415
                    186,                0.68433,                0.58531,                 1.2772,                0.73799,                 0.8359,                0.87135,                0.66903,                0.74782,                0.70734,                 1.3945,               0.000892,               0.000892,               0.000892
                    187,                0.69174,                0.58602,                 1.2753,                0.70441,                 0.8485,                0.85852,                 0.6612,                0.72731,                0.70849,                 1.3799,              0.0008425,              0.0008425,              0.0008425
                    188,                0.68541,                0.58242,                 1.2741,                0.74451,                0.82555,                 0.8608,                0.65778,                0.72148,                0.70327,                 1.3813,               0.000793,               0.000793,               0.000793
                    189,                0.67873,                0.57824,                 1.2745,                0.80284,                0.76383,                0.86674,                  0.668,                0.71158,                0.68658,                 1.3659,              0.0007435,              0.0007435,              0.0007435
                    190,                 0.6921,                0.59808,                 1.2894,                0.69922,                0.87152,                0.87288,                0.67291,                0.72756,                0.67141,                 1.3772,               0.000694,               0.000694,               0.000694
                    191,                0.60794,                0.52257,                 1.2279,                0.72483,                0.84938,                0.86156,                0.64466,                0.79401,                0.75077,                 1.4436,              0.0006445,              0.0006445,              0.0006445
                    192,                0.58202,                0.48189,                 1.2016,                0.79799,                0.74315,                0.83984,                0.65247,                0.72802,                0.76226,                 1.3857,               0.000595,               0.000595,               0.000595
                    193,                0.57538,                0.47171,                 1.1956,                0.79733,                0.76978,                0.86463,                0.66459,                0.73406,                0.71312,                 1.3922,              0.0005455,              0.0005455,              0.0005455
                    194,                0.56138,                0.46246,                 1.1788,                0.73702,                0.84436,                0.86707,                0.67137,                0.71631,                0.69952,                 1.3722,               0.000496,               0.000496,               0.000496
                    195,                0.55898,                 0.4596,                 1.1825,                0.73884,                0.82929,                0.84471,                0.65798,                 0.7154,                0.72618,                   1.37,              0.0004465,              0.0004465,              0.0004465
                    196,                0.56757,                0.46118,                 1.1879,                0.75501,                0.80024,                0.83638,                0.65055,                0.71565,                0.75115,                 1.3728,               0.000397,               0.000397,               0.000397
                    197,                0.55849,                0.44872,                 1.1788,                 0.7717,                0.79023,                0.84295,                0.65475,                0.71582,                0.73421,                 1.3751,              0.0003475,              0.0003475,              0.0003475
                    198,                0.56977,                0.46292,                 1.1902,                0.75938,                0.82949,                0.85829,                0.66624,                0.72211,                0.70447,                  1.382,               0.000298,               0.000298,               0.000298
                    199,                0.55711,                0.45617,                 1.1784,                0.75122,                0.83726,                0.86003,                0.66812,                 0.7154,                0.69607,                 1.3755,              0.0002485,              0.0002485,              0.0002485
                    200,                0.55442,                 0.4517,                 1.1742,                0.75967,                0.81966,                0.85955,                0.66452,                0.71802,                0.69734,                 1.3742,               0.000199,               0.000199,               0.000199
