                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.68317,                0.70791,                 1.2977,                0.75803,                0.85648,                0.90989,                0.68851,                0.16533,                0.66655,                 1.3669,              0.0024265,              0.0024265,              0.0024265
                    156,                0.67582,                0.71293,                 1.3051,                0.86566,                0.81035,                0.92394,                0.69166,                0.16698,                0.66259,                 1.3766,               0.002377,               0.002377,               0.002377
                    157,                 0.6795,                0.70834,                 1.2959,                 0.8121,                0.89731,                0.93415,                0.71023,                0.16437,                0.64326,                 1.3588,              0.0023275,              0.0023275,              0.0023275
                    158,                0.67399,                0.70915,                 1.2897,                0.81756,                0.87668,                0.93046,                0.70408,                0.16126,                0.65518,                 1.3635,               0.002278,               0.002278,               0.002278
                    159,                0.68887,                0.70788,                  1.301,                0.84835,                0.85582,                0.93406,                0.70454,                0.15863,                0.66775,                 1.3493,              0.0022285,              0.0022285,              0.0022285
                    160,                0.66186,                0.68451,                 1.2747,                0.82706,                0.89729,                0.92925,                0.69533,                0.16578,                0.68809,                 1.3767,               0.002179,               0.002179,               0.002179
                    161,                0.68172,                0.70806,                 1.3048,                0.83751,                0.80503,                0.92262,                0.69444,                0.16276,                0.68745,                 1.3592,              0.0021295,              0.0021295,              0.0021295
                    162,                0.66942,                0.69516,                 1.2842,                0.87969,                0.90597,                0.95009,                0.72006,                0.16583,                0.64658,                 1.3681,                0.00208,                0.00208,                0.00208
                    163,                0.65849,                0.68761,                 1.2796,                0.86814,                0.85745,                0.93652,                0.71145,                0.15993,                0.65335,                 1.3623,              0.0020305,              0.0020305,              0.0020305
                    164,                0.67213,                0.70482,                 1.2952,                  0.854,                0.85424,                0.93417,                0.70262,                0.16148,                0.65676,                 1.3626,               0.001981,               0.001981,               0.001981
                    165,                0.67309,                0.70315,                 1.2958,                 0.8197,                0.89483,                0.93313,                0.69512,                0.15893,                0.65458,                 1.3548,              0.0019315,              0.0019315,              0.0019315
                    166,                0.66931,                 0.6995,                 1.2895,                0.84112,                0.85132,                 0.9269,                0.69479,                0.16232,                0.67231,                 1.3603,               0.001882,               0.001882,               0.001882
                    167,                0.67968,                0.69914,                 1.2992,                0.88097,                0.83803,                0.93247,                0.69759,                0.15914,                0.65284,                 1.3601,              0.0018325,              0.0018325,              0.0018325
                    168,                 0.6678,                0.69076,                 1.2894,                0.84288,                0.82271,                0.91657,                0.69458,                0.15769,                0.65777,                 1.3503,               0.001783,               0.001783,               0.001783
                    169,                0.67542,                0.69916,                 1.2895,                 0.8421,                0.88097,                0.93361,                0.70414,                 0.1582,                0.64893,                  1.351,              0.0017335,              0.0017335,              0.0017335
                    170,                0.66675,                0.68383,                 1.2733,                0.84548,                0.86681,                0.93627,                 0.7009,                0.15998,                 0.6526,                 1.3564,               0.001684,               0.001684,               0.001684
                    171,                 0.6659,                0.68105,                 1.2734,                0.85635,                0.83842,                0.93479,                0.70855,                0.15694,                 0.6615,                 1.3506,              0.0016345,              0.0016345,              0.0016345
                    172,                0.66229,                 0.6968,                 1.2737,                0.84419,                0.89365,                0.94252,                0.71226,                 0.1593,                0.65393,                 1.3526,               0.001585,               0.001585,               0.001585
                    173,                0.66691,                 0.6784,                 1.2806,                0.84467,                0.89777,                0.94414,                0.70872,                0.16045,                0.65463,                 1.3578,              0.0015355,              0.0015355,              0.0015355
                    174,                0.66462,                0.69776,                 1.2816,                0.86579,                0.87913,                0.94021,                0.71617,                0.16199,                0.65494,                 1.3601,               0.001486,               0.001486,               0.001486
                    175,                0.66208,                 0.6812,                 1.2772,                0.82042,                0.87918,                0.92935,                0.71147,                0.15983,                0.66994,                 1.3475,              0.0014365,              0.0014365,              0.0014365
                    176,                0.65491,                0.67779,                 1.2639,                0.87209,                0.87101,                0.93489,                  0.714,                0.15716,                0.63856,                  1.344,               0.001387,               0.001387,               0.001387
                    177,                0.65254,                0.67706,                 1.2648,                0.88261,                0.86275,                0.93572,                0.71248,                0.15494,                0.63402,                  1.342,              0.0013375,              0.0013375,              0.0013375
                    178,                 0.6564,                0.66368,                 1.2676,                0.78878,                0.88257,                0.92776,                0.70739,                0.15854,                0.64818,                 1.3501,               0.001288,               0.001288,               0.001288
                    179,                 0.6508,                0.67158,                 1.2654,                0.83083,                 0.8706,                0.93278,                0.70931,                0.15838,                0.64068,                 1.3439,              0.0012385,              0.0012385,              0.0012385
                    180,                0.67017,                0.68598,                 1.2958,                0.80299,                0.90111,                0.93187,                0.70069,                0.15877,                0.63612,                   1.35,               0.001189,               0.001189,               0.001189
                    181,                0.65933,                0.67247,                 1.2718,                0.77068,                0.92954,                0.94235,                0.71322,                0.15734,                0.64305,                 1.3456,              0.0011395,              0.0011395,              0.0011395
                    182,                0.64617,                0.66711,                 1.2659,                0.83964,                0.88895,                0.94299,                0.70839,                0.15861,                0.63505,                  1.344,                0.00109,                0.00109,                0.00109
                    183,                0.65571,                0.66677,                 1.2693,                0.79244,                0.87588,                0.92778,                0.69896,                0.15898,                0.64197,                 1.3532,              0.0010405,              0.0010405,              0.0010405
                    184,                0.65414,                0.67232,                 1.2715,                   0.82,                0.89517,                0.93842,                0.70922,                0.15802,                0.61671,                 1.3519,               0.000991,               0.000991,               0.000991
                    185,                0.64327,                0.66129,                 1.2642,                0.86686,                0.86424,                0.94102,                 0.7078,                 0.1583,                0.62153,                 1.3511,              0.0009415,              0.0009415,              0.0009415
                    186,                0.65643,                0.67402,                 1.2767,                 0.8564,                  0.873,                0.94202,                0.71015,                0.16086,                0.62554,                 1.3568,               0.000892,               0.000892,               0.000892
                    187,                0.65154,                0.67666,                 1.2729,                0.82694,                0.90886,                0.94006,                0.71818,                0.15575,                0.63321,                 1.3406,              0.0008425,              0.0008425,              0.0008425
                    188,                0.64645,                0.66246,                 1.2623,                0.84772,                0.89563,                 0.9403,                 0.7214,                0.15432,                0.62976,                 1.3388,               0.000793,               0.000793,               0.000793
                    189,                0.62905,                0.66271,                 1.2445,                0.85691,                0.85618,                0.93645,                0.70583,                0.15354,                0.63793,                  1.339,              0.0007435,              0.0007435,              0.0007435
                    190,                0.65182,                0.65855,                 1.2708,                0.83636,                0.87002,                0.93659,                0.70977,                0.15336,                0.63317,                 1.3356,               0.000694,               0.000694,               0.000694
                    191,                0.57529,                0.60704,                 1.2468,                 0.8129,                0.83325,                0.91875,                0.68067,                0.17286,                0.70867,                  1.387,              0.0006445,              0.0006445,              0.0006445
                    192,                 0.5411,                0.55939,                 1.2149,                0.82825,                0.84185,                0.93385,                0.70603,                0.16539,                0.68281,                 1.3715,               0.000595,               0.000595,               0.000595
                    193,                0.55145,                0.55743,                 1.2171,                0.85088,                0.85375,                0.93641,                0.71306,                 0.1608,                0.65539,                 1.3554,              0.0005455,              0.0005455,              0.0005455
                    194,                0.55403,                0.55032,                 1.2152,                0.82709,                0.88559,                 0.9342,                0.71045,                0.15668,                0.65674,                 1.3464,               0.000496,               0.000496,               0.000496
                    195,                0.54948,                0.54627,                 1.2164,                0.83086,                0.89381,                0.93824,                0.71526,                0.15598,                0.64072,                 1.3415,              0.0004465,              0.0004465,              0.0004465
                    196,                0.53664,                0.53309,                  1.198,                0.82249,                0.88137,                0.93356,                0.71072,                0.15588,                0.64748,                 1.3423,               0.000397,               0.000397,               0.000397
                    197,                0.55257,                 0.5331,                 1.2038,                0.80323,                0.87719,                0.92687,                0.70599,                0.15329,                0.64182,                 1.3362,              0.0003475,              0.0003475,              0.0003475
                    198,                0.54844,                0.52877,                 1.1952,                0.77717,                0.87731,                0.92276,                0.70071,                0.15217,                0.64608,                 1.3365,               0.000298,               0.000298,               0.000298
                    199,                0.55645,                0.54701,                 1.2125,                0.77169,                0.88599,                0.91804,                0.69524,                0.15254,                0.64662,                 1.3399,              0.0002485,              0.0002485,              0.0002485
                    200,                0.55492,                0.54288,                 1.2098,                0.78394,                0.88074,                 0.9216,                0.69783,                 0.1522,                0.64201,                 1.3399,               0.000199,               0.000199,               0.000199
